,pair,p1,p2,OR,OR_lci,OR_uci,OR_p-value_original,Q-test,Q-test p-value,p_bh_heatmap,p_bh_scatter,within_domain
2016,COPD Thromboembolic,COPD,Thromboembolic,1.62,1.6,1.65,<0.0001,2.39,0.12,<0.0001,<0.0001,0
2017,Enthesopathies of the shoulder Erectile dysfunction,Enthesopathies of the shoulder,Erectile dysfunction,1.63,1.61,1.65,<0.0001,0,0.96,<0.0001,<0.0001,0
2018,Chronic sinusitis Bursitis,Chronic sinusitis,Bursitis,1.63,1.6,1.65,<0.0001,2.95,0.09,<0.0001,<0.0001,0
2019,Iron deficiency anaemia Atrial fibrillation,Iron deficiency anaemia,Atrial fibrillation,1.63,1.61,1.65,<0.0001,8.75,<0.0001,<0.0001,<0.0001,0
2020,Urinary Incontinence Insomnia,Urinary Incontinence,Insomnia,1.63,1.61,1.64,<0.0001,786.16,<0.0001,<0.0001,<0.0001,0
2021,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes) Gastro-oesophageal reflux disease,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),Gastro-oesophageal reflux disease,1.63,1.61,1.65,<0.0001,59.58,<0.0001,<0.0001,<0.0001,0
2022,Asthma Gastro-oesophageal reflux disease,Asthma,Gastro-oesophageal reflux disease,1.63,1.62,1.64,<0.0001,31.03,<0.0001,<0.0001,<0.0001,0
2023,Enthesopathies of the lower body Gastro-oesophageal reflux disease,Enthesopathies of the lower body,Gastro-oesophageal reflux disease,1.63,1.62,1.64,<0.0001,200.06,<0.0001,<0.0001,<0.0001,0
2024,Intervertebral disc disorders Sleep apnoea,Intervertebral disc disorders,Sleep apnoea,1.63,1.6,1.67,<0.0001,40.18,<0.0001,<0.0001,<0.0001,0
2025,Allergic and chronic rhinitis Hyperplasia of prostate,Allergic and chronic rhinitis,Hyperplasia of prostate,1.63,1.61,1.65,<0.0001,51.28,<0.0001,<0.0001,<0.0001,0
2026,Irritable bowel syndrome Scoliosis,Irritable bowel syndrome,Scoliosis,1.63,1.58,1.69,<0.0001,2.95,0.09,<0.0001,<0.0001,0
2027,Vitamin B12 deficiency anaemia Coronary Heart Disease,Vitamin B12 deficiency anaemia,Coronary Heart Disease,1.63,1.61,1.66,<0.0001,52.22,<0.0001,<0.0001,<0.0001,0
2028,Chronic sinusitis Depression,Chronic sinusitis,Depression,1.63,1.62,1.65,<0.0001,33.04,<0.0001,<0.0001,<0.0001,0
2029,Tinnitus Spondylosis,Tinnitus,Spondylosis,1.64,1.62,1.65,<0.0001,44.9,<0.0001,<0.0001,<0.0001,0
2030,Allergic and chronic rhinitis Enthesopathies of the upper body,Allergic and chronic rhinitis,Enthesopathies of the upper body,1.64,1.62,1.65,<0.0001,152.37,<0.0001,<0.0001,<0.0001,0
2031,Transient ischaemic attack Sleep apnoea,Transient ischaemic attack,Sleep apnoea,1.64,1.58,1.69,<0.0001,7.59,0.01,<0.0001,<0.0001,0
2032,Erectile dysfunction Fibromyalgia,Erectile dysfunction,Fibromyalgia,1.64,1.54,1.74,<0.0001,0.1,0.75,<0.0001,<0.0001,0
2033,Raynaud's syndrome Carpal tunnel syndrome,Raynaud's syndrome,Carpal tunnel syndrome,1.64,1.59,1.68,<0.0001,0.92,0.34,<0.0001,<0.0001,0
2034,Spondylosis Peptic ulcer disease,Spondylosis,Peptic ulcer disease,1.64,1.61,1.66,<0.0001,252.38,<0.0001,<0.0001,<0.0001,0
2035,Tendon disorders Erectile dysfunction,Tendon disorders,Erectile dysfunction,1.64,1.62,1.66,<0.0001,2.64,0.1,<0.0001,<0.0001,0
2036,Vitamin B12 deficiency anaemia Chronic kidney disease,Vitamin B12 deficiency anaemia,Chronic kidney disease,1.64,1.62,1.66,<0.0001,59.17,<0.0001,<0.0001,<0.0001,0
2037,Raynaud's syndrome Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),Raynaud's syndrome,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),1.64,1.58,1.7,<0.0001,2.76,0.1,<0.0001,<0.0001,0
2038,Migraine Enthesopathies of the upper body,Migraine,Enthesopathies of the upper body,1.64,1.63,1.66,<0.0001,89.68,<0.0001,<0.0001,<0.0001,0
2039,Tinnitus Gastro-oesophageal reflux disease,Tinnitus,Gastro-oesophageal reflux disease,1.64,1.63,1.66,<0.0001,319.5,<0.0001,<0.0001,<0.0001,0
2040,Sleep apnoea Chronic sinusitis,Sleep apnoea,Chronic sinusitis,1.64,1.6,1.69,<0.0001,0.27,0.6,<0.0001,<0.0001,0
2041,"Schizophrenia, schizotypal and delusional disorders Iron deficiency anaemia","Schizophrenia, schizotypal and delusional disorders",Iron deficiency anaemia,1.64,1.58,1.71,<0.0001,5.65,0.02,<0.0001,<0.0001,0
2042,Tendon disorders Tinnitus,Tendon disorders,Tinnitus,1.64,1.63,1.66,<0.0001,0,0.97,<0.0001,<0.0001,0
2043,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes) Cataract,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),Cataract,1.64,1.62,1.67,<0.0001,221.71,<0.0001,<0.0001,<0.0001,0
2044,Gastro-oesophageal reflux disease Hyperplasia of prostate,Gastro-oesophageal reflux disease,Hyperplasia of prostate,1.64,1.63,1.66,<0.0001,202.94,<0.0001,<0.0001,<0.0001,0
2045,Allergic and chronic rhinitis Migraine,Allergic and chronic rhinitis,Migraine,1.65,1.63,1.67,<0.0001,40.71,<0.0001,<0.0001,<0.0001,0
2046,Urolithiasis Fibromyalgia,Urolithiasis,Fibromyalgia,1.65,1.58,1.72,<0.0001,2.51,0.11,<0.0001,<0.0001,0
2047,Hearing loss Sleep apnoea,Hearing loss,Sleep apnoea,1.65,1.62,1.68,<0.0001,58.71,<0.0001,<0.0001,<0.0001,0
2048,Spondylosis Sleep apnoea,Spondylosis,Sleep apnoea,1.65,1.62,1.68,<0.0001,77.9,<0.0001,<0.0001,<0.0001,0
2049,Intervertebral disc disorders Diverticular disease of intestine (acute and chronic),Intervertebral disc disorders,Diverticular disease of intestine (acute and chronic),1.65,1.63,1.67,<0.0001,0.73,0.39,<0.0001,<0.0001,0
2050,Migraine Hyperplasia of prostate,Migraine,Hyperplasia of prostate,1.65,1.62,1.69,<0.0001,19.35,<0.0001,<0.0001,<0.0001,0
2051,Gastro-oesophageal reflux disease Osteoarthritis (excl spine),Gastro-oesophageal reflux disease,Osteoarthritis (excl spine),1.65,1.64,1.66,<0.0001,348.31,<0.0001,<0.0001,<0.0001,0
2052,Enthesopathies of the upper body Erectile dysfunction,Enthesopathies of the upper body,Erectile dysfunction,1.65,1.64,1.67,<0.0001,0.34,0.56,<0.0001,<0.0001,0
2053,Enthesopathies of the upper body Gastro-oesophageal reflux disease,Enthesopathies of the upper body,Gastro-oesophageal reflux disease,1.65,1.64,1.67,<0.0001,702.44,<0.0001,<0.0001,<0.0001,0
2054,Gastritis and duodeniti Peripheral arterial disease,Gastritis and duodeniti,Peripheral arterial disease,1.65,1.62,1.69,<0.0001,171.22,<0.0001,<0.0001,<0.0001,0
2055,Allergic and chronic rhinitis Tinnitus,Allergic and chronic rhinitis,Tinnitus,1.66,1.64,1.68,<0.0001,22.1,<0.0001,<0.0001,<0.0001,0
2056,Depression Gastro-oesophageal reflux disease,Depression,Gastro-oesophageal reflux disease,1.66,1.65,1.67,<0.0001,226.88,<0.0001,<0.0001,<0.0001,0
2057,"Schizophrenia, schizotypal and delusional disorders Insomnia","Schizophrenia, schizotypal and delusional disorders",Insomnia,1.66,1.61,1.71,<0.0001,537.73,<0.0001,<0.0001,<0.0001,0
2058,Vitamin B12 deficiency anaemia Obesity,Vitamin B12 deficiency anaemia,Obesity,1.66,1.64,1.68,<0.0001,440.61,<0.0001,<0.0001,<0.0001,0
2059,Gastritis and duodeniti COPD,Gastritis and duodeniti,COPD,1.66,1.64,1.68,<0.0001,280.17,<0.0001,<0.0001,<0.0001,0
2060,Tendon disorders Insomnia,Tendon disorders,Insomnia,1.66,1.65,1.68,<0.0001,955.72,<0.0001,<0.0001,<0.0001,0
2061,Vitamin B12 deficiency anaemia Ulcerative colitis,Vitamin B12 deficiency anaemia,Ulcerative colitis,1.66,1.59,1.74,<0.0001,2.89,0.09,<0.0001,<0.0001,0
2062,Iron deficiency anaemia Fibromyalgia,Iron deficiency anaemia,Fibromyalgia,1.66,1.61,1.72,<0.0001,11.19,<0.0001,<0.0001,<0.0001,0
2063,Hyperplasia of prostate Diverticular disease of intestine (acute and chronic),Hyperplasia of prostate,Diverticular disease of intestine (acute and chronic),1.67,1.65,1.69,<0.0001,0,0.99,<0.0001,<0.0001,0
2064,Spondylosis Depression,Spondylosis,Depression,1.67,1.65,1.68,<0.0001,558.21,<0.0001,<0.0001,<0.0001,0
2065,Migraine Gastritis and duodeniti,Migraine,Gastritis and duodeniti,1.67,1.64,1.69,<0.0001,16.21,<0.0001,<0.0001,<0.0001,0
2066,Diverticular disease of intestine (acute and chronic) Primary Malignancy_Colorectal,Diverticular disease of intestine (acute and chronic),Primary Malignancy_Colorectal,1.67,1.64,1.7,<0.0001,386.72,<0.0001,<0.0001,<0.0001,0
2067,Anxiety disorders Tinnitus,Anxiety disorders,Tinnitus,1.67,1.65,1.69,<0.0001,125.29,<0.0001,<0.0001,<0.0001,0
2068,Bursitis Irritable bowel syndrome,Bursitis,Irritable bowel syndrome,1.67,1.65,1.7,<0.0001,18.63,<0.0001,<0.0001,<0.0001,0
2069,Insomnia Allergic and chronic rhinitis,Insomnia,Allergic and chronic rhinitis,1.67,1.66,1.69,<0.0001,410.95,<0.0001,<0.0001,<0.0001,0
2070,Ulcerative colitis Osteoporosis,Ulcerative colitis,Osteoporosis,1.67,1.62,1.73,<0.0001,1.92,0.17,<0.0001,<0.0001,0
2071,Alcohol Problems Gout,Alcohol Problems,Gout,1.67,1.65,1.7,<0.0001,5.19,0.02,<0.0001,<0.0001,0
2072,Gastritis and duodeniti Anxiety disorders,Gastritis and duodeniti,Anxiety disorders,1.68,1.66,1.69,<0.0001,153.26,<0.0001,<0.0001,<0.0001,0
2073,Coronary Heart Disease Obesity,Coronary Heart Disease,Obesity,1.68,1.66,1.69,<0.0001,672.61,<0.0001,<0.0001,<0.0001,0
2074,Insomnia Tinnitus,Insomnia,Tinnitus,1.68,1.66,1.7,<0.0001,265.49,<0.0001,<0.0001,<0.0001,0
2075,Cholelithiasis Obesity,Cholelithiasis,Obesity,1.68,1.66,1.69,<0.0001,810.81,<0.0001,<0.0001,<0.0001,0
2076,Migraine Tendon disorders,Migraine,Tendon disorders,1.68,1.66,1.7,<0.0001,66.31,<0.0001,<0.0001,<0.0001,0
2077,Chronic kidney disease Nonrheumatic valve disease,Chronic kidney disease,Nonrheumatic valve disease,1.68,1.66,1.7,<0.0001,34.51,<0.0001,<0.0001,<0.0001,0
2078,Vitamin B12 deficiency anaemia Peripheral arterial disease,Vitamin B12 deficiency anaemia,Peripheral arterial disease,1.68,1.64,1.72,<0.0001,14.31,<0.0001,<0.0001,<0.0001,0
2079,Osteoporosis Raynaud's syndrome,Osteoporosis,Raynaud's syndrome,1.68,1.64,1.73,<0.0001,0.01,0.94,<0.0001,<0.0001,0
2080,Peptic ulcer disease Alcohol Problems,Peptic ulcer disease,Alcohol Problems,1.68,1.65,1.72,<0.0001,1.86,0.17,<0.0001,<0.0001,0
2081,Irritable bowel syndrome Female genital prolapse,Irritable bowel syndrome,Female genital prolapse,1.68,1.66,1.71,<0.0001,1.34,0.25,<0.0001,<0.0001,0
2082,Migraine Intervertebral disc disorders,Migraine,Intervertebral disc disorders,1.68,1.66,1.71,<0.0001,42.21,<0.0001,<0.0001,<0.0001,0
2083,Migraine Raynaud's syndrome,Migraine,Raynaud's syndrome,1.69,1.64,1.74,<0.0001,14.57,<0.0001,<0.0001,<0.0001,0
2084,Sleep apnoea Spondylolisthesis,Sleep apnoea,Spondylolisthesis,1.69,1.6,1.78,<0.0001,7.43,0.01,<0.0001,<0.0001,0
2085,Rheumatoid Arthritis Thromboembolic,Rheumatoid Arthritis,Thromboembolic,1.69,1.64,1.74,<0.0001,0.02,0.88,<0.0001,<0.0001,0
2086,Tendon disorders Allergic and chronic rhinitis,Tendon disorders,Allergic and chronic rhinitis,1.69,1.68,1.7,<0.0001,111.7,<0.0001,<0.0001,<0.0001,0
2087,Peripheral arterial disease Peptic ulcer disease,Peripheral arterial disease,Peptic ulcer disease,1.69,1.65,1.73,<0.0001,108.83,<0.0001,<0.0001,<0.0001,0
2088,Urinary Incontinence Heart failure,Urinary Incontinence,Heart failure,1.69,1.67,1.72,<0.0001,274.66,<0.0001,<0.0001,<0.0001,0
2089,Carpal tunnel syndrome Obesity,Carpal tunnel syndrome,Obesity,1.69,1.68,1.71,<0.0001,84.46,<0.0001,<0.0001,<0.0001,0
2090,Heart failure Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),Heart failure,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),1.69,1.66,1.73,<0.0001,85.95,<0.0001,<0.0001,<0.0001,0
2091,Hypertension Erectile dysfunction,Hypertension,Erectile dysfunction,1.69,1.68,1.71,<0.0001,34.71,<0.0001,<0.0001,<0.0001,0
2092,Urinary Incontinence Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),Urinary Incontinence,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),1.7,1.67,1.73,<0.0001,114.56,<0.0001,<0.0001,<0.0001,0
2093,Female genital prolapse Primary Malignancy_Prostate,Female genital prolapse,Primary Malignancy_Prostate,1.7,1.18,2.44,<0.0001,2.2,0.14,<0.0001,<0.0001,0
2094,Chronic kidney disease Sleep apnoea,Chronic kidney disease,Sleep apnoea,1.7,1.67,1.73,<0.0001,93.75,<0.0001,<0.0001,<0.0001,0
2095,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes) Bursitis,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),Bursitis,1.7,1.68,1.73,<0.0001,0.25,0.62,<0.0001,<0.0001,0
2096,Tendon disorders Gastro-oesophageal reflux disease,Tendon disorders,Gastro-oesophageal reflux disease,1.7,1.69,1.72,<0.0001,467.28,<0.0001,<0.0001,<0.0001,0
2097,Allergic and chronic rhinitis Sleep apnoea,Allergic and chronic rhinitis,Sleep apnoea,1.71,1.68,1.74,<0.0001,14.98,<0.0001,<0.0001,<0.0001,0
2098,Iron deficiency anaemia Sleep apnoea,Iron deficiency anaemia,Sleep apnoea,1.72,1.67,1.76,<0.0001,48.03,<0.0001,<0.0001,<0.0001,0
2099,Chronic sinusitis Enthesopathies of the lower body,Chronic sinusitis,Enthesopathies of the lower body,1.72,1.7,1.74,<0.0001,6.44,0.01,<0.0001,<0.0001,0
2100,Carpal tunnel syndrome Fibromatoses,Carpal tunnel syndrome,Fibromatoses,1.72,1.69,1.75,<0.0001,78.16,<0.0001,<0.0001,<0.0001,0
2101,Obesity Erectile dysfunction,Obesity,Erectile dysfunction,1.72,1.7,1.74,<0.0001,122.84,<0.0001,<0.0001,<0.0001,0
2102,Ischaemic stroke and TIA Urinary Incontinence,Ischaemic stroke and TIA,Urinary Incontinence,1.72,1.7,1.75,<0.0001,299.02,<0.0001,<0.0001,<0.0001,0
2103,Fibromyalgia Coronary Heart Disease,Fibromyalgia,Coronary Heart Disease,1.72,1.67,1.77,<0.0001,72.68,<0.0001,<0.0001,<0.0001,0
2104,Raynaud's syndrome Scoliosis,Raynaud's syndrome,Scoliosis,1.72,1.62,1.83,<0.0001,10.45,<0.0001,<0.0001,<0.0001,0
2105,COPD Coronary Heart Disease,COPD,Coronary Heart Disease,1.72,1.71,1.74,<0.0001,372.17,<0.0001,<0.0001,<0.0001,0
2106,Spondylosis Diverticular disease of intestine (acute and chronic),Spondylosis,Diverticular disease of intestine (acute and chronic),1.73,1.71,1.74,<0.0001,101.77,<0.0001,<0.0001,<0.0001,0
2107,Fibromyalgia Obesity,Fibromyalgia,Obesity,1.73,1.69,1.76,<0.0001,40.06,<0.0001,<0.0001,<0.0001,0
2108,Insomnia Gastritis and duodeniti,Insomnia,Gastritis and duodeniti,1.73,1.71,1.75,<0.0001,403.56,<0.0001,<0.0001,<0.0001,0
2109,Gastritis and duodeniti Coronary Heart Disease,Gastritis and duodeniti,Coronary Heart Disease,1.73,1.71,1.75,<0.0001,584.01,<0.0001,<0.0001,<0.0001,0
2110,Migraine Tinnitus,Migraine,Tinnitus,1.73,1.71,1.76,<0.0001,61.34,<0.0001,<0.0001,<0.0001,0
2111,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes) Gastritis and duodeniti,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),Gastritis and duodeniti,1.74,1.71,1.77,<0.0001,96.05,<0.0001,<0.0001,<0.0001,0
2112,Gastro-oesophageal reflux disease Anxiety disorders,Gastro-oesophageal reflux disease,Anxiety disorders,1.74,1.72,1.75,<0.0001,431.02,<0.0001,<0.0001,<0.0001,0
2113,Intervertebral disc disorders Gastritis and duodeniti,Intervertebral disc disorders,Gastritis and duodeniti,1.74,1.71,1.76,<0.0001,38.09,<0.0001,<0.0001,<0.0001,0
2114,Peripheral arterial disease Erectile dysfunction,Peripheral arterial disease,Erectile dysfunction,1.74,1.7,1.77,<0.0001,5.76,0.02,<0.0001,<0.0001,0
2115,Enthesopathies of the lower body Irritable bowel syndrome,Enthesopathies of the lower body,Irritable bowel syndrome,1.74,1.72,1.76,<0.0001,62.34,<0.0001,<0.0001,<0.0001,0
2116,Fibromyalgia Tinnitus,Fibromyalgia,Tinnitus,1.74,1.69,1.79,<0.0001,35.08,<0.0001,<0.0001,<0.0001,0
2117,Urinary Incontinence Obesity,Urinary Incontinence,Obesity,1.74,1.72,1.75,<0.0001,248.72,<0.0001,<0.0001,<0.0001,0
2118,Raynaud's syndrome Spondylosis,Raynaud's syndrome,Spondylosis,1.74,1.7,1.78,<0.0001,58.64,<0.0001,<0.0001,<0.0001,0
2119,Chronic sinusitis Tinnitus,Chronic sinusitis,Tinnitus,1.74,1.72,1.77,<0.0001,1.5,0.22,<0.0001,<0.0001,0
2120,Diverticular disease of intestine (acute and chronic) Urolithiasis,Diverticular disease of intestine (acute and chronic),Urolithiasis,1.74,1.72,1.77,<0.0001,26.61,<0.0001,<0.0001,<0.0001,0
2121,Insomnia Gastro-oesophageal reflux disease,Insomnia,Gastro-oesophageal reflux disease,1.74,1.73,1.76,<0.0001,351.69,<0.0001,<0.0001,<0.0001,0
2122,Migraine Spondylosis,Migraine,Spondylosis,1.74,1.72,1.77,<0.0001,159.03,<0.0001,<0.0001,<0.0001,0
2123,Depression Gastritis and duodeniti,Depression,Gastritis and duodeniti,1.75,1.73,1.76,<0.0001,230.93,<0.0001,<0.0001,<0.0001,0
2124,Fibromyalgia Cholelithiasis,Fibromyalgia,Cholelithiasis,1.75,1.7,1.8,<0.0001,88.62,<0.0001,<0.0001,<0.0001,0
2125,Atrial fibrillation Obesity,Atrial fibrillation,Obesity,1.75,1.73,1.76,<0.0001,0.84,0.36,<0.0001,<0.0001,0
2126,Irritable bowel syndrome Enthesopathies of the upper body,Irritable bowel syndrome,Enthesopathies of the upper body,1.75,1.73,1.77,<0.0001,292.5,<0.0001,<0.0001,<0.0001,0
2127,Obesity Asthma,Obesity,Asthma,1.75,1.74,1.77,<0.0001,183.83,<0.0001,<0.0001,<0.0001,0
2128,Migraine Depression,Migraine,Depression,1.75,1.73,1.77,<0.0001,47.24,<0.0001,<0.0001,<0.0001,0
2129,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes) Enthesopathies of the shoulder,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),Enthesopathies of the shoulder,1.75,1.73,1.78,<0.0001,10.3,<0.0001,<0.0001,<0.0001,0
2130,Hyperplasia of prostate Fibromyalgia,Hyperplasia of prostate,Fibromyalgia,1.75,1.65,1.87,<0.0001,3.23,0.07,<0.0001,<0.0001,0
2131,Iron deficiency anaemia Chronic kidney disease,Iron deficiency anaemia,Chronic kidney disease,1.76,1.74,1.77,<0.0001,11.41,<0.0001,<0.0001,<0.0001,0
2132,Chronic sinusitis Enthesopathies of the upper body,Chronic sinusitis,Enthesopathies of the upper body,1.76,1.74,1.77,<0.0001,16.64,<0.0001,<0.0001,<0.0001,0
2133,Intervertebral disc disorders Irritable bowel syndrome,Intervertebral disc disorders,Irritable bowel syndrome,1.76,1.73,1.79,<0.0001,2.83,0.09,<0.0001,<0.0001,0
2134,Urinary Incontinence Irritable bowel syndrome,Urinary Incontinence,Irritable bowel syndrome,1.76,1.74,1.79,<0.0001,152.33,<0.0001,<0.0001,<0.0001,0
2135,Migraine Anxiety disorders,Migraine,Anxiety disorders,1.76,1.74,1.78,<0.0001,76.39,<0.0001,<0.0001,<0.0001,0
2136,Essential tremor Depression,Essential tremor,Depression,1.76,1.72,1.81,<0.0001,7.24,0.01,<0.0001,<0.0001,0
2137,Chronic sinusitis Gastritis and duodeniti,Chronic sinusitis,Gastritis and duodeniti,1.77,1.75,1.8,<0.0001,1.07,0.3,<0.0001,<0.0001,0
2138,Depression COPD,Depression,COPD,1.78,1.76,1.79,<0.0001,768.25,<0.0001,<0.0001,<0.0001,0
2139,Heart failure Hyperthyroidism (without hypo),Heart failure,Hyperthyroidism (without hypo),1.78,1.72,1.83,<0.0001,10.63,<0.0001,<0.0001,<0.0001,0
2140,Iron deficiency anaemia Nonrheumatic valve disease,Iron deficiency anaemia,Nonrheumatic valve disease,1.78,1.75,1.81,<0.0001,134.92,<0.0001,<0.0001,<0.0001,0
2141,Migraine Gastro-oesophageal reflux disease,Migraine,Gastro-oesophageal reflux disease,1.78,1.76,1.8,<0.0001,96.35,<0.0001,<0.0001,<0.0001,0
2142,COPD Peptic ulcer disease,COPD,Peptic ulcer disease,1.78,1.75,1.81,<0.0001,123.16,<0.0001,<0.0001,<0.0001,0
2143,Obesity Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),Obesity,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),1.78,1.76,1.81,<0.0001,632.61,<0.0001,<0.0001,<0.0001,0
2144,Iron deficiency anaemia Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),Iron deficiency anaemia,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),1.78,1.75,1.82,<0.0001,114.63,<0.0001,<0.0001,<0.0001,0
2145,Atrial fibrillation Chronic kidney disease,Atrial fibrillation,Chronic kidney disease,1.78,1.77,1.8,<0.0001,14.26,<0.0001,<0.0001,<0.0001,0
2146,Diabetes type 2 Cataract,Diabetes type 2,Cataract,1.78,1.77,1.79,<0.0001,4207.65,<0.0001,<0.0001,<0.0001,0
2147,Bursitis Carpal tunnel syndrome,Bursitis,Carpal tunnel syndrome,1.78,1.76,1.81,<0.0001,5.75,0.02,<0.0001,<0.0001,0
2148,Essential tremor Anxiety disorders,Essential tremor,Anxiety disorders,1.79,1.75,1.83,<0.0001,29.22,<0.0001,<0.0001,<0.0001,0
2149,Chronic sinusitis Spondylosis,Chronic sinusitis,Spondylosis,1.79,1.77,1.81,<0.0001,16.82,<0.0001,<0.0001,<0.0001,0
2150,Erectile dysfunction Insomnia,Erectile dysfunction,Insomnia,1.79,1.76,1.81,<0.0001,1.97,0.16,<0.0001,<0.0001,0
2151,Tinnitus Irritable bowel syndrome,Tinnitus,Irritable bowel syndrome,1.79,1.76,1.82,<0.0001,65.04,<0.0001,<0.0001,<0.0001,0
2152,Chronic sinusitis Anxiety disorders,Chronic sinusitis,Anxiety disorders,1.79,1.78,1.81,<0.0001,41.71,<0.0001,<0.0001,<0.0001,0
2153,Rheumatoid Arthritis COPD,Rheumatoid Arthritis,COPD,1.8,1.75,1.84,<0.0001,31.07,<0.0001,<0.0001,<0.0001,0
2154,Primary Malignancy_Bladder COPD,Primary Malignancy_Bladder,COPD,1.8,1.75,1.85,<0.0001,11.32,<0.0001,<0.0001,<0.0001,0
2155,Vitamin B12 deficiency anaemia Fibromyalgia,Vitamin B12 deficiency anaemia,Fibromyalgia,1.8,1.73,1.88,<0.0001,17.55,<0.0001,<0.0001,<0.0001,0
2156,Thromboembolic Obesity,Thromboembolic,Obesity,1.8,1.77,1.83,<0.0001,14.08,<0.0001,<0.0001,<0.0001,0
2157,Allergic and chronic rhinitis Gastro-oesophageal reflux disease,Allergic and chronic rhinitis,Gastro-oesophageal reflux disease,1.8,1.79,1.81,<0.0001,197.55,<0.0001,<0.0001,<0.0001,0
2158,Nonrheumatic valve disease Sleep apnoea,Nonrheumatic valve disease,Sleep apnoea,1.8,1.76,1.85,<0.0001,31.9,<0.0001,<0.0001,<0.0001,0
2159,Migraine Ischaemic stroke and TIA,Migraine,Ischaemic stroke and TIA,1.8,1.77,1.83,<0.0001,121.36,<0.0001,<0.0001,<0.0001,0
2160,Gout Sleep apnoea,Gout,Sleep apnoea,1.81,1.77,1.84,<0.0001,46.49,<0.0001,<0.0001,<0.0001,0
2161,Enthesopathies of the lower body Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),Enthesopathies of the lower body,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),1.81,1.78,1.83,<0.0001,32.57,<0.0001,<0.0001,<0.0001,0
